uid,ensemble_class,gmm_class,gmm_max_resp
15461470178374882803,P6,P6,0.9899152722472658
10345571174552547362,P6,P6,0.8740635429555123
15053610068017820712,P6,P6,0.9977798436620375
9344996033860909383,P6,P6,0.958035591965959
1249455006880372741,P6,P6,0.9696481372742647
6829109868220711827,P6,P6,0.9998321281674535
7863614204246531462,P6,P6,0.9919062783098274
8160413276140320408,P6,P6,0.9714388830348619
12435309025019240070,P6,P6,0.9958106752099308
12365706945942648175,P6,P6,0.9568634018533323
3788566395216927070,P6,P6,0.9989705278433031
11746559053841080704,P6,P6,0.9993915972884193
18266995639331110353,P6,P6,0.9983345195706408
5604030920591423198,P6,P6,0.7459785103322242
616348501795584482,P6,P6,0.9596712347694298
16514160616340819139,P6,P6,0.994856262716844
2362136426356259545,P6,P6,0.9999810264304785
11957610827770161886,P6,P6,0.9893763592781337
4706168050470104347,P6,P6,0.9999879949391703
3369890373609862156,P6,P6,0.9952812838944176
13859232328995261365,P6,P6,0.9218260047651213
4956558447047352817,P6,P6,0.9450898202735208
1608184295583107523,P6,P6,0.9883536113807138
5528866310820855055,P6,P6,0.6134191998302277
14429979666463100340,P6,P6,0.9953337079150695
10352978712121342321,P6,P6,0.992326140609201
13943906295589242295,P6,P6,0.9999761043998999
9278641736227372809,P6,P6,0.9999002477189805
6958333651027728701,P6,P6,0.9997497358743995
5998449489941345463,P6,P6,0.9993960699848529
18176593556525428677,P6,P6,0.9875536588390774
10347034085372125544,P6,P6,0.9823162373387918
16863148297235828350,P6,P6,0.999009620764125
16322970801162501865,P6,P6,0.9956383808850583
7089308441650217152,P6,P6,0.999966948077843
1236788592375849735,P6,P6,0.9999851385808854
2830094148415898794,P6,P6,0.9974032185200126
2893916435099046780,P6,P6,0.9973555060711203
10885368180800417878,P6,P6,0.998455619852104
14900915474057369031,P6,P6,0.9981308495504766
9918152515897200712,P6,P6,0.9979890516789065
12778981434736820097,P6,P6,0.9998682146169554
10963148808363596779,P6,P6,0.9262047319788069
7436911738985213009,P6,P6,0.9996222081186151
13423432696116278032,P6,P6,0.9988604105199917
11667043485933908843,P6,P6,0.9997889190201235
1848478763635350745,P6,P6,0.9999254721596962
6404995715679382218,P6,P6,0.997433762598408
9849550152019063831,P7,P7,0.5545121200191622
17860521946022803641,P6,P6,0.9989599423694737
2921469360508502305,P6,P6,0.9996044441349959
1610725049781114256,P6,P6,0.9776076586016302
3018662358860790396,P6,P6,0.9946166199365952
11841272446802945494,P6,P6,0.9998588313694604
12807511722788108266,P6,P6,0.9995400668924845
4037045599250203496,P6,P6,0.9783923366871125
18129150882059719753,P6,P6,0.998729026128509
13653319857828557839,P6,P6,0.9994201080347062
1261450867853662403,P6,P6,0.9999633263309062
7049445910253399491,P6,P6,0.9996539501502929
7676052851714495398,P6,P6,0.9973315841096612
1366366133641721001,P6,P6,0.9965076371079747
1839298302503223273,P6,P6,0.9993021436422703
2967395056589851732,P6,P6,0.9999765968860308
8754505469092741249,P6,P6,0.9976684585515203
17459891455579720355,P6,P6,0.986631932894749
7240452432697599692,P6,P6,0.9944274441996221
15895253449289846863,P6,P6,0.8418361909049054
2783667966709955768,P6,P6,0.9999815271309702
9072911225838543914,P6,P6,0.998045027140342
18138029824259435910,P6,P6,0.9872340583660344
17529461131990217300,P6,P6,0.999750680723998
12582059680109066132,P6,P6,0.9997272100831518
15302295737740229958,P6,P6,0.997067431380608
6610853010271336091,P6,P6,0.9790437459740244
10457405764050523469,P6,P6,0.9985195884163224
11148563527759708259,P6,P6,0.9979154206951255
11979355629169840671,P6,P6,0.9875629131326247
2313828695886002874,P6,P6,0.9993208635725198
2167906130733892922,P6,P6,0.9933623908730134
9051544811461854116,P6,P6,0.9155171444267171
17121877694931348127,P6,P6,0.9964925709898537
6845294153910766303,P6,P6,0.9993105679336315
13193632020508789120,P6,P6,0.9190867119050613
4410003580441378137,P6,P6,0.9989519080024474
16588925099715069887,P6,P6,0.8244380341186947
9640709334753913377,P6,P6,0.9966980579470771
4357280180813089576,P6,P6,0.9460964617553024
14926643768318068900,P6,P6,0.9780124396826956
2053054808179992359,P7,P6,0.36762117956713647
9646839359402931768,P6,P6,0.9875879290771307
6630403295851322869,P6,P6,0.996558323776451
15114808049840346465,P6,P6,0.9037446180891996
14290742000918456983,P6,P6,0.9999204584631574
14827142729874897822,P6,P6,0.9953326012123966
3820393431861360373,P6,P6,0.9995386928480454
13247771055898114677,P6,P6,0.9997826572567247
